2026-09-16 03:06:17,844 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-09-16 03:06:17,845 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: Tesla T4, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: Tesla T4 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.float16 (set via NANOCHAT_DTYPE=float16)
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 16,009
Padding vocab_size from 16009 to 16064 for efficiency
Model config:
{
  "sequence_len": 1024,
  "vocab_size": 16009,
  "n_layer": 6,
  "n_head": 3,
  "n_kv_head": 3,
  "n_embd": 384,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 6,168,576
value_embeds            : 18,505,728
lm_head                 : 6,168,576
transformer_matrices    : 10,616,940
scalars                 : 38
total                   : 41,459,858
Estimated FLOPs per token: 1.290248e+08
Padding vocab_size from 16009 to 16064 for efficiency
Scaling LRs by 0.3536 for batch size 65,536 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.573677 for depth 6
Scaling the LR for the AdamW parameters ∝1/√(384/768) = 1.414214
GradScaler enabled for fp16 training
Using user-provided number of iterations: 3,814
Total number of training tokens: 249,954,304
Tokens : Scaling params ratio: 14.89
Total training FLOPs estimate: 3.225030e+16
Tokens / micro-batch / rank: 32 x 1024 = 32,768
Tokens / micro-batch: 32,768
Total batch size 65,536 => gradient accumulation steps: 2
Step 00000 | Validation bpb: 2.310460
step 00000/03814 (0.00%) | loss: 9.681363 | lrm: 0.03 | dt: 3439.05ms | tok/sec: 19,056 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/03814 (0.03%) | loss: 9.677995 | lrm: 0.05 | dt: 642.57ms | tok/sec: 101,990 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/03814 (0.05%) | loss: 9.672229 | lrm: 0.07 | dt: 683.07ms | tok/sec: 95,943 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/03814 (0.08%) | loss: 9.663573 | lrm: 0.10 | dt: 660.21ms | tok/sec: 99,264 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/03814 (0.10%) | loss: 9.651926 | lrm: 0.12 | dt: 663.43ms | tok/sec: 98,783 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/03814 (0.13%) | loss: 9.637152 | lrm: 0.15 | dt: 668.18ms | tok/sec: 98,081 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/03814 (0.16%) | loss: 9.616586 | lrm: 0.17 | dt: 671.69ms | tok/sec: 97,569 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/03814 (0.18%) | loss: 9.588769 | lrm: 0.20 | dt: 686.84ms | tok/sec: 95,416 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00008/03814 (0.21%) | loss: 9.549182 | lrm: 0.23 | dt: 675.19ms | tok/sec: 97,062 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00009/03814 (0.24%) | loss: 9.492990 | lrm: 0.25 | dt: 676.64ms | tok/sec: 96,854 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00010/03814 (0.26%) | loss: 9.421312 | lrm: 0.28 | dt: 672.89ms | tok/sec: 97,394 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00011/03814 (0.29%) | loss: 9.316949 | lrm: 0.30 | dt: 678.43ms | tok/sec: 96,599 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.01m | eta: 43.0m
step 00012/03814 (0.31%) | loss: 9.175305 | lrm: 0.33 | dt: 677.87ms | tok/sec: 96,679 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.02m | eta: 43.0m
step 00013/03814 (0.34%) | loss: 8.995723 | lrm: 0.35 | dt: 684.90ms | tok/sec: 95,686 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.03m | eta: 43.1m
step 00014/03814 (0.37%) | loss: 8.788056 | lrm: 0.38 | dt: 679.50ms | tok/sec: 96,446 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.05m | eta: 43.1m
step 00015/03814 (0.39%) | loss: 8.630766 | lrm: 0.40 | dt: 636.54ms | tok/sec: 102,956 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.06m | eta: 42.5m
step 00016/03814 (0.42%) | loss: 8.494053 | lrm: 0.42 | dt: 672.39ms | tok/sec: 97,467 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.07m | eta: 42.5m
step 00017/03814 (0.45%) | loss: 8.346274 | lrm: 0.45 | dt: 668.29ms | tok/sec: 98,065 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.08m | eta: 42.5m
step 00018/03814 (0.47%) | loss: 8.205739 | lrm: 0.47 | dt: 678.14ms | tok/sec: 96,640 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.09m | eta: 42.5m
step 00019/03814 (0.50%) | loss: 8.065615 | lrm: 0.50 | dt: 673.53ms | tok/sec: 97,301 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.10m | eta: 42.5m
step 00020/03814 (0.52%) | loss: 7.936452 | lrm: 0.53 | dt: 674.07ms | tok/sec: 97,223 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.11m | eta: 42.5m
step 00021/03814 (0.55%) | loss: 7.798622 | lrm: 0.55 | dt: 683.79ms | tok/sec: 95,841 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.12m | eta: 42.6m
step 00022/03814 (0.58%) | loss: 7.675258 | lrm: 0.57 | dt: 673.82ms | tok/sec: 97,260 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.13m | eta: 42.6m
step 00023/03814 (0.60%) | loss: 7.544457 | lrm: 0.60 | dt: 679.89ms | tok/sec: 96,392 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.15m | eta: 42.6m
step 00024/03814 (0.63%) | loss: 7.422502 | lrm: 0.62 | dt: 683.95ms | tok/sec: 95,819 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.16m | eta: 42.6m
step 00025/03814 (0.66%) | loss: 7.292122 | lrm: 0.65 | dt: 678.00ms | tok/sec: 96,660 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.17m | eta: 42.6m
step 00026/03814 (0.68%) | loss: 7.190570 | lrm: 0.68 | dt: 684.55ms | tok/sec: 95,736 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.18m | eta: 42.6m
step 00027/03814 (0.71%) | loss: 7.081068 | lrm: 0.70 | dt: 684.35ms | tok/sec: 95,763 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.19m | eta: 42.7m
step 00028/03814 (0.73%) | loss: 6.984835 | lrm: 0.72 | dt: 685.27ms | tok/sec: 95,634 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.20m | eta: 42.7m
step 00029/03814 (0.76%) | loss: 6.889245 | lrm: 0.75 | dt: 678.06ms | tok/sec: 96,651 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.21m | eta: 42.7m
step 00030/03814 (0.79%) | loss: 6.796380 | lrm: 0.78 | dt: 679.82ms | tok/sec: 96,401 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.23m | eta: 42.7m
step 00031/03814 (0.81%) | loss: 6.702903 | lrm: 0.80 | dt: 682.87ms | tok/sec: 95,972 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.24m | eta: 42.7m
